candidate_id	chrom	start	end	strand	d0_umis	d0_cells	annotation_history_class	matched_primary_gene	overlapping_v49_added_genes	d1_discovery	polyasite	star_splice	support_count
D0_010781	chr9	97877552	97879816	+	11	10	unresolved			1	0	0	1
D0_010782	chr9	97981947	97983326	-	11	8	unresolved			1	0	0	1
D0_010783	chr9	98034422	98044625	-	11	11	unresolved			1	1	0	2
D0_010784	chr9	100414725	100416718	-	11	10	unresolved			1	0	0	1
D0_010785	chr9	101563755	101565213	-	11	9	unresolved			1	0	0	1
D0_010786	chr9	107256178	107279563	-	11	10	unresolved			1	1	0	2
D0_010787	chr9	111519321	111521410	-	11	7	unresolved			1	0	0	1
D0_010788	chr9	112175426	112176843	+	11	9	unresolved			1	0	0	1
D0_010789	chr9	121060660	121067206	-	11	8	preexisting_v49_gene_span			1	1	0	2
D0_010790	chr9	122756704	122758931	-	11	11	unresolved			1	0	0	1
D0_010791	chr9	125198579	125200450	-	11	10	other_v49_added_gene		ENSG00000300577	1	1	0	2
D0_010792	chr9	126719184	126719657	-	11	9	unresolved			1	0	0	1
D0_010793	chr9	126720141	126721749	+	11	9	other_v49_added_gene		ENSG00000293823	1	0	0	1
D0_010794	chr9	127984264	127995648	-	11	11	unresolved			1	1	0	2
D0_010795	chr9	129072297	129073627	+	11	11	unresolved			1	1	0	2
D0_010796	chr9	129777950	129779620	+	11	10	unresolved			1	1	0	2
D0_010797	chr9	131243851	131245974	-	11	9	unresolved			1	0	0	1
D0_010798	chr9	135931354	135932941	-	11	10	preexisting_v49_gene_span			1	1	0	2
D0_010799	chr9	136111924	136112278	+	11	10	unresolved			1	1	0	2
D0_010800	chr10	3785625	3787491	-	11	11	unresolved			1	0	0	1
D0_010801	chr10	8292689	8292946	-	11	10	preexisting_v49_gene_span			1	0	0	1
D0_010802	chr10	8778030	8780530	-	11	7	unresolved			1	0	0	1
D0_010803	chr10	8863382	8864610	-	11	11	unresolved			1	0	0	1
D0_010804	chr10	8868771	8869692	+	11	9	preexisting_v49_gene_span			1	0	0	1
D0_010805	chr10	8938896	8940679	-	11	11	unresolved			1	0	0	1
D0_010806	chr10	8948913	8951513	-	11	8	unresolved			1	0	0	1
D0_010807	chr10	10666692	10666894	+	11	11	unresolved			1	0	0	1
D0_010808	chr10	11682276	11685496	-	11	9	other_v49_added_gene		ENSG00000308311	1	0	0	1
D0_010809	chr10	11817025	11818198	+	11	11	unresolved			1	0	0	1
D0_010810	chr10	13147427	13150627	+	11	10	unresolved			1	0	0	1
D0_010811	chr10	14506681	14508523	-	11	11	other_v49_added_gene		ENSG00000293746	1	1	0	2
D0_010812	chr10	26949613	26952797	-	11	11	unresolved			1	0	0	1
D0_010813	chr10	28356784	28377697	-	11	11	unresolved			1	1	0	2
D0_010814	chr10	28960550	29193092	+	11	11	other_v49_added_gene		ENSG00000301925,ENSG00000299869,ENSG00000299883,ENSG00000299914	1	1	0	2
D0_010815	chr10	30128117	30128213	+	11	11	unresolved			1	0	0	1
D0_010816	chr10	32060987	32061101	+	11	11	unresolved			1	0	0	1
D0_010817	chr10	38378690	38379848	+	11	8	unresolved			1	1	0	2
D0_010818	chr10	43489492	43505484	-	11	11	unresolved			1	1	0	2
D0_010819	chr10	46085386	46087570	-	11	8	unresolved			1	1	0	2
D0_010820	chr10	46103124	46105348	-	11	11	unresolved			1	1	0	2
D0_010821	chr10	46107352	46108543	+	11	11	other_v49_added_gene		ENSG00000299595	1	0	0	1
D0_010822	chr10	46688609	46690646	-	11	11	unresolved			1	0	0	1
D0_010823	chr10	47746454	47747797	+	11	10	other_v49_added_gene		ENSG00000309880	1	0	0	1
D0_010824	chr10	47764760	47765010	+	11	10	unresolved			1	1	0	2
D0_010825	chr10	64799785	64799909	+	11	11	other_v49_added_gene		ENSG00000293732	1	0	0	1
D0_010826	chr10	68075689	68080070	+	11	11	other_v49_added_gene		ENSG00000307702	1	0	0	1
D0_010827	chr10	71883917	71884306	-	11	11	unresolved			1	0	0	1
D0_010828	chr10	72246842	72248716	-	11	8	other_v49_added_gene		ENSG00000296811	1	1	0	2
D0_010829	chr10	72892650	72892771	+	11	11	unresolved			1	0	0	1
D0_010830	chr10	87041947	87042224	+	11	10	unresolved			1	0	0	1
D0_010831	chr10	88627846	88630371	-	11	11	unresolved			1	0	0	1
D0_010832	chr10	90251589	90254732	+	11	7	unresolved			1	0	0	1
D0_010833	chr10	95179759	95182254	-	11	9	preexisting_v49_gene_span			1	1	0	2
D0_010834	chr10	103229644	103230375	-	11	11	preexisting_v49_gene_span			1	0	0	1
D0_010835	chr10	104350817	104351572	-	11	9	preexisting_v49_gene_span			1	1	0	2
D0_010836	chr10	112930028	112930946	+	11	10	preexisting_v49_gene_span			1	0	0	1
D0_010837	chr10	114794393	114796236	-	11	8	other_v49_added_gene		ENSG00000295359	1	0	0	1
D0_010838	chr10	114992756	114994138	+	11	8	unresolved			1	0	0	1
D0_010839	chr10	114999612	115000538	+	11	9	unresolved			1	1	0	2
D0_010840	chr10	119558731	119559074	-	11	11	unresolved			1	1	0	2
D0_010841	chr10	123290382	123293628	+	11	9	unresolved			1	0	0	1
D0_010842	chr10	131428584	131428679	-	11	11	unresolved			1	0	0	1
D0_010843	chr10	131962283	131966411	+	11	11	unresolved			1	1	0	2
D0_010844	chr10	132013466	132013745	+	11	9	unresolved			1	0	0	1
D0_010845	chr11	339239	339650	-	11	9	unresolved			1	0	0	1
D0_010846	chr11	923044	923135	+	11	11	unresolved			1	0	0	1
D0_010847	chr11	1367472	1380005	-	11	5	other_v49_added_gene		ENSG00000293743	1	0	0	1
D0_010848	chr11	2863465	2865816	+	11	10	unresolved			1	0	0	1
D0_010849	chr11	2936098	2940107	-	11	11	unresolved			1	0	0	1
D0_010850	chr11	2996836	3000233	-	11	10	unresolved			1	0	0	1
D0_010851	chr11	6384545	6390135	-	11	11	other_v49_added_gene		ENSG00000308330	1	1	1	3
D0_010852	chr11	9268665	9270656	-	11	7	unresolved			1	0	0	1
D0_010853	chr11	9453138	9454878	-	11	10	unresolved			1	0	0	1
D0_010854	chr11	9655494	9662026	+	11	11	preexisting_v49_gene_span			1	0	0	1
D0_010855	chr11	30341202	30341513	+	11	9	unresolved			1	0	0	1
D0_010856	chr11	46121578	46122795	+	11	11	unresolved			1	0	0	1
D0_010857	chr11	47462796	47465302	-	11	10	unresolved			1	1	0	2
D0_010858	chr11	47776765	47778020	-	11	11	unresolved			1	1	0	2
D0_010859	chr11	55610095	55610341	-	11	11	unresolved			1	0	0	1
D0_010860	chr11	57666634	57667300	+	11	8	other_v49_added_gene		ENSG00000298226	1	0	0	1
D0_010861	chr11	59227702	59231444	+	11	9	other_v49_added_gene		ENSG00000294126	1	0	0	1
D0_010862	chr11	61037680	61039273	-	11	10	other_v49_added_gene		ENSG00000303405	1	0	0	1
D0_010863	chr11	62674028	62675701	+	11	11	unresolved			1	1	0	2
D0_010864	chr11	62744042	62745932	+	11	10	unresolved			1	0	0	1
D0_010865	chr11	64182275	64183689	-	11	11	other_v49_added_gene		ENSG00000288852	1	1	0	2
D0_010866	chr11	64338018	64339281	-	11	10	preexisting_v49_gene_span			1	1	0	2
D0_010867	chr11	65413920	65414709	+	11	10	unresolved			1	1	0	2
D0_010868	chr11	65565251	65566344	-	11	10	preexisting_v49_gene_span			1	1	0	2
D0_010869	chr11	66381558	66381660	+	11	11	unresolved			1	0	0	1
D0_010870	chr11	67682690	67682771	-	11	11	unresolved			1	1	0	2
D0_010871	chr11	67913655	67915837	+	11	6	unresolved			1	0	0	1
D0_010872	chr11	69895755	69896052	+	11	11	unresolved			0	0	0	0
D0_010873	chr11	73993188	73994937	-	11	11	unresolved			1	0	0	1
D0_010874	chr11	75370441	75371551	-	11	11	unresolved			1	0	0	1
D0_010875	chr11	76564484	76566643	+	11	11	unresolved			1	0	0	1
D0_010876	chr11	77028246	77029189	+	11	11	unresolved			1	1	0	2
D0_010877	chr11	77995372	77996596	+	11	8	unresolved			1	0	0	1
D0_010878	chr11	88272113	88272449	+	11	11	unresolved			1	0	0	1
D0_010879	chr11	88361070	88362220	+	11	8	preexisting_v49_gene_span			1	0	0	1
D0_010880	chr11	93304331	93306685	-	11	9	unresolved			1	0	0	1
D0_010881	chr11	98436701	98447070	+	11	11	unresolved			1	1	0	2
D0_010882	chr11	102390078	102390865	-	11	11	unresolved			1	0	0	1
D0_010883	chr11	104991639	104993532	-	11	9	preexisting_v49_gene_span			1	1	0	2
D0_010884	chr11	110480426	110481418	+	11	10	other_v49_added_gene		ENSG00000305515	1	0	0	1
D0_010885	chr11	111348690	111350628	-	11	10	unresolved			1	1	0	2
D0_010886	chr11	113718396	113722271	-	11	9	unresolved			1	1	0	2
D0_010887	chr11	118187849	118189690	-	11	9	unresolved			1	0	0	1
D0_010888	chr11	118317322	118318631	+	11	9	unresolved			1	0	0	1
D0_010889	chr11	123250595	123250714	+	11	11	unresolved			1	0	0	1
D0_010890	chr11	129585188	129586096	-	11	10	unresolved			1	0	0	1
D0_010891	chr11	130224991	130226100	-	11	11	unresolved			1	0	0	1
D0_010892	chr11	130747301	130747508	-	11	11	unresolved			1	0	0	1
D0_010893	chr12	6168218	6168936	+	11	8	unresolved			1	0	0	1
D0_010894	chr12	6533518	6534175	-	11	6	preexisting_v49_gene_span			1	0	0	1
D0_010895	chr12	9029276	9030908	-	11	11	unresolved			1	0	0	1
D0_010896	chr12	9870348	9871241	+	11	11	unresolved			1	1	0	2
D0_010897	chr12	10353694	10357244	-	11	9	unresolved			1	1	0	2
D0_010898	chr12	11197021	11197459	-	11	10	unresolved			1	0	0	1
D0_010899	chr12	11522064	11522406	-	11	11	unresolved			1	0	0	1
D0_010900	chr12	11526810	11528062	-	11	10	unresolved			1	0	0	1
D0_010901	chr12	12830566	12834582	+	11	11	unresolved			1	1	0	2
D0_010902	chr12	25377975	25381167	-	11	11	unresolved			1	0	0	1
D0_010903	chr12	31327064	31328298	+	11	9	unresolved			1	0	0	1
D0_010904	chr12	32032440	32033150	+	11	11	unresolved			1	0	0	1
D0_010905	chr12	32040436	32041321	+	11	9	unresolved			1	0	0	1
D0_010906	chr12	42147917	42148209	+	11	9	other_v49_added_gene		ENSG00000304536	1	1	0	2
D0_010907	chr12	43718394	43718733	+	11	10	unresolved			1	0	0	1
D0_010908	chr12	44998676	44998865	+	11	11	unresolved			1	0	0	1
D0_010909	chr12	47307834	47308900	+	11	11	unresolved			1	0	0	1
D0_010910	chr12	50101256	50101635	-	11	11	other_v49_added_gene		ENSG00000295262	1	0	0	1
D0_010911	chr12	51219866	51223394	-	11	11	unresolved			1	1	0	2
D0_010912	chr12	62623552	62625046	-	11	11	unresolved			1	0	0	1
D0_010913	chr12	67780196	67781338	-	11	10	unresolved			1	0	0	1
D0_010914	chr12	73381159	73579112	-	11	11	unresolved			1	1	0	2
D0_010915	chr12	76763218	76763469	+	11	10	unresolved			1	1	0	2
D0_010916	chr12	93450536	93450665	-	11	10	unresolved			1	0	0	1
D0_010917	chr12	94808727	94818162	-	11	9	other_v49_added_gene		ENSG00000303924	1	0	0	1
D0_010918	chr12	96905801	96906893	-	11	10	unresolved			1	1	0	2
D0_010919	chr12	96960734	96962365	+	11	9	unresolved			1	0	0	1
D0_010920	chr12	98438501	98439948	-	11	11	other_v49_added_gene		ENSG00000302820	1	0	0	1
D0_010921	chr12	104357490	104359949	+	11	9	unresolved			1	1	0	2
D0_010922	chr12	110276943	110277771	-	11	10	other_v49_added_gene		ENSG00000289311	1	0	0	1
D0_010923	chr12	110279239	110280381	-	11	9	other_v49_added_gene		ENSG00000289311	1	1	0	2
D0_010924	chr12	121301651	121302824	+	11	11	unresolved			1	0	0	1
D0_010925	chr12	123283912	123285392	-	11	9	unresolved			1	0	0	1
D0_010926	chr12	124732941	124734142	-	11	9	unresolved			1	0	0	1
D0_010927	chr12	124939959	124940297	+	11	9	other_v49_added_gene		ENSG00000301157	1	1	0	2
D0_010928	chr12	128849266	128852239	-	11	9	other_v49_added_gene		ENSG00000295225	1	1	0	2
D0_010929	chr12	131818966	131823511	-	11	10	other_v49_added_gene		ENSG00000295910	1	0	0	1
D0_010930	chr12	132590522	132592085	+	11	10	unresolved			1	0	0	1
D0_010931	chr12	132968677	132971097	+	11	10	other_v49_added_gene		ENSG00000289516	1	0	0	1
D0_010932	chr13	20905232	20906659	+	11	10	unresolved			1	0	0	1
D0_010933	chr13	21150472	21151424	+	11	10	unresolved			1	0	0	1
D0_010934	chr13	22858479	22858805	-	11	11	unresolved			1	1	0	2
D0_010935	chr13	23509463	23509653	-	11	11	other_v49_added_gene		ENSG00000298148	1	1	0	2
D0_010936	chr13	24923018	24924568	+	11	11	other_v49_added_gene		ENSG00000299646	1	1	0	2
D0_010937	chr13	27540033	27540439	-	11	9	unresolved			1	0	0	1
D0_010938	chr13	30775815	30776118	-	11	11	unresolved			1	0	0	1
D0_010939	chr13	31193594	31196646	-	11	7	unresolved			1	1	0	2
D0_010940	chr13	36834461	36837140	+	11	11	unresolved			1	0	0	1
D0_010941	chr13	36843394	36843685	-	11	11	unresolved			1	0	0	1
D0_010942	chr13	40666918	40668217	-	11	9	preexisting_v49_gene_span			1	0	0	1
D0_010943	chr13	46338651	46339831	+	11	9	unresolved			1	0	0	1
D0_010944	chr13	55032447	55032549	+	11	11	unresolved			0	0	0	0
D0_010945	chr13	66254780	66259157	-	11	11	unresolved			1	0	0	1
D0_010946	chr13	81558914	81559152	-	11	10	unresolved			1	0	0	1
D0_010947	chr13	81576515	81576668	+	11	11	unresolved			1	0	0	1
D0_010948	chr13	86807031	86807861	+	11	7	other_v49_added_gene		ENSG00000294016	0	0	0	0
D0_010949	chr13	89088935	89089994	+	11	10	unresolved			1	0	0	1
D0_010950	chr13	98028829	98030193	+	11	8	unresolved			1	1	0	2
D0_010951	chr13	98789130	98792147	-	11	9	unresolved			1	0	0	1
D0_010952	chr13	99127657	99163632	+	11	11	unresolved			1	1	0	2
D0_010953	chr13	99568641	99570260	+	11	9	unresolved			1	0	0	1
D0_010954	chr13	108501971	108563467	+	11	11	other_v49_added_gene		ENSG00000298702	1	1	0	2
D0_010955	chr13	109393488	109395484	-	11	11	other_v49_added_gene		ENSG00000297783	1	0	0	1
D0_010956	chr13	109749090	109749444	-	11	10	unresolved			1	0	0	1
D0_010957	chr14	22071217	22071473	+	11	10	unresolved			1	1	0	2
D0_010958	chr14	22496425	22496740	-	11	11	unresolved			1	0	0	1
D0_010959	chr14	24518973	24559223	+	11	11	unresolved			0	0	0	0
D0_010960	chr14	34511183	34513388	-	11	8	unresolved			1	0	0	1
D0_010961	chr14	39139401	39140693	+	11	11	unresolved			1	0	0	1
D0_010962	chr14	49753350	49755099	+	11	11	preexisting_v49_gene_span			1	0	0	1
D0_010963	chr14	49910374	49911616	-	11	10	unresolved			1	0	0	1
D0_010964	chr14	50106097	50108161	+	11	11	unresolved			1	0	0	1
D0_010965	chr14	51276914	51279518	+	11	10	unresolved			1	1	0	2
D0_010966	chr14	53021582	53022234	-	11	8	unresolved			1	1	0	2
D0_010967	chr14	54453928	54454241	-	11	11	unresolved			1	0	0	1
D0_010968	chr14	55050454	55051546	-	11	11	other_v49_added_gene		ENSG00000307927	1	0	0	1
D0_010969	chr14	65350830	65363478	-	11	10	unresolved			1	0	0	1
D0_010970	chr14	65744206	65747887	+	11	10	unresolved			1	1	0	2
D0_010971	chr14	69462863	69466202	+	11	10	unresolved			1	1	0	2
D0_010972	chr14	73846469	73846600	-	11	11	unresolved			1	0	0	1
D0_010973	chr14	74278951	74280873	-	11	10	unresolved			1	0	0	1
D0_010974	chr14	85021424	85021580	-	11	11	unresolved			1	0	0	1
D0_010975	chr14	90048676	90052423	+	11	11	unresolved			1	1	0	2
D0_010976	chr14	95761822	95763398	+	11	6	unresolved			1	0	0	1
D0_010977	chr14	99152508	99153320	+	11	11	unresolved			1	0	0	1
D0_010978	chr14	99281364	99282094	-	11	9	other_v49_added_gene		ENSG00000289137	1	1	0	2
D0_010979	chr14	100186698	100202637	+	11	9	unresolved			1	0	0	1
D0_010980	chr14	105065837	105066649	+	11	10	other_v49_added_gene		ENSG00000307140	1	0	0	1
D0_010981	chr14	105078248	105079159	-	11	11	other_v49_added_gene		ENSG00000307120	1	0	0	1
D0_010982	chr14	105513655	105516962	-	11	10	unresolved			1	0	0	1
D0_010983	chr14	106578140	106578503	-	11	8	unresolved			1	1	0	2
D0_010984	chr15	30548167	30551369	+	11	10	unresolved			1	0	0	1
D0_010985	chr15	31315891	31318386	-	11	10	unresolved			1	1	0	2
D0_010986	chr15	47134150	47134324	+	11	11	other_v49_added_gene		ENSG00000307269	1	0	0	1
D0_010987	chr15	49852632	49854185	-	11	11	unresolved			1	0	0	1
D0_010988	chr15	50374781	50375966	+	11	11	unresolved			1	0	0	1
D0_010989	chr15	50687882	50690835	+	11	11	other_v49_added_gene		ENSG00000304636	1	1	0	2
D0_010990	chr15	51008067	51009963	-	11	9	unresolved			1	0	0	1
D0_010991	chr15	63859533	63859978	+	11	7	unresolved			1	0	0	1
D0_010992	chr15	65115875	65117084	-	11	9	unresolved			1	1	0	2
D0_010993	chr15	65141403	65143597	-	11	11	unresolved			1	0	0	1
D0_010994	chr15	67811520	67811843	+	11	10	unresolved			1	1	0	2
D0_010995	chr15	80006484	80010311	-	11	10	unresolved			1	0	0	1
D0_010996	chr15	84667014	84667704	-	11	11	unresolved			1	1	0	2
D0_010997	chr15	85841267	85842950	-	11	11	unresolved			1	0	0	1
D0_010998	chr15	90526479	90527193	-	11	11	unresolved			1	0	0	1
D0_010999	chr15	99496664	99497779	-	11	10	unresolved			1	0	0	1
D0_011000	chr15	101619958	101620273	-	11	10	unresolved			1	1	0	2
D0_011001	chr16	806494	807254	+	11	10	unresolved			1	0	0	1
D0_011002	chr16	1424735	1426120	-	11	10	other_v49_added_gene		ENSG00000303433	1	1	0	2
D0_011003	chr16	1703210	1705704	-	11	11	unresolved			1	1	0	2
D0_011004	chr16	2136340	2138540	+	11	11	unresolved			1	0	0	1
D0_011005	chr16	2647064	2647246	-	11	11	other_v49_added_gene		ENSG00000290728	1	0	0	1
D0_011006	chr16	3950863	3952667	-	11	10	unresolved			1	1	0	2
D0_011007	chr16	4457759	4458275	+	11	10	unresolved			1	0	0	1
D0_011008	chr16	9151524	9152526	-	11	11	unresolved			1	1	0	2
D0_011009	chr16	10863277	10864905	-	11	10	unresolved			1	0	0	1
D0_011010	chr16	14055155	14055259	+	11	11	unresolved			1	0	0	1
D0_011011	chr16	17038624	17039429	-	11	10	other_v49_added_gene		ENSG00000297089	1	0	0	1
D0_011012	chr16	22290766	22294349	+	11	9	unresolved			1	1	0	2
D0_011013	chr16	27311211	27313385	-	11	9	unresolved			1	0	0	1
D0_011014	chr16	28819470	28820566	-	11	11	preexisting_v49_gene_span			1	1	0	2
D0_011015	chr16	29468506	29470272	-	11	10	unresolved			1	0	0	1
D0_011016	chr16	30215562	30216103	+	11	10	other_v49_added_gene		ENSG00000302389	1	0	0	1
D0_011017	chr16	30566917	30569192	-	11	10	unresolved			1	1	0	2
D0_011018	chr16	31050122	31051424	+	11	11	unresolved			1	0	0	1
D0_011019	chr16	31210290	31211541	+	11	10	unresolved			1	0	0	1
D0_011020	chr16	47715185	47716448	+	11	11	unresolved			1	0	0	1
D0_011021	chr16	58513646	58515274	-	11	11	other_v49_added_gene		ENSG00000289004	1	1	0	2
D0_011022	chr16	65791909	65792008	+	11	11	unresolved			0	0	0	0
D0_011023	chr16	67506057	67506768	+	11	11	unresolved			1	1	0	2
D0_011024	chr16	67980920	67982045	-	11	11	unresolved			1	1	0	2
D0_011025	chr16	67984358	67986945	-	11	10	unresolved			1	0	0	1
D0_011026	chr16	69090648	69091198	-	11	10	unresolved			1	0	0	1
D0_011027	chr16	69467620	69480731	-	11	11	unresolved			1	1	0	2
D0_011028	chr16	71832034	71833188	+	11	10	preexisting_v49_gene_span			1	0	0	1
D0_011029	chr16	84049502	84049888	-	11	10	unresolved			1	0	0	1
D0_011030	chr16	84782569	84784749	-	11	9	unresolved			1	0	0	1
D0_011031	chr16	85816724	85818008	-	11	10	unresolved			1	0	0	1
D0_011032	chr16	85897365	85898664	-	11	10	unresolved			1	1	0	2
D0_011033	chr16	89251147	89253002	-	11	9	unresolved			1	0	0	1
D0_011034	chr16	89558289	89560534	-	11	9	unresolved			1	0	0	1
D0_011035	chr16	89568715	89569788	+	11	11	unresolved			1	0	0	1
D0_011036	chr17	501850	502966	-	11	10	other_v49_added_gene		ENSG00000297664	1	0	0	1
D0_011037	chr17	1404132	1404992	-	11	10	unresolved			1	0	0	1
D0_011038	chr17	2714661	2715217	-	11	11	unresolved			1	0	0	1
D0_011039	chr17	4935025	4936344	-	11	11	preexisting_v49_gene_span			1	1	0	2
D0_011040	chr17	5056856	5059655	+	11	10	unresolved			1	1	0	2
D0_011041	chr17	5248601	5250429	-	11	11	unresolved			1	0	0	1
D0_011042	chr17	5720949	5721045	-	11	11	preexisting_v49_gene_span			1	0	0	1
D0_011043	chr17	7091511	7094157	-	11	9	unresolved			1	0	0	1
D0_011044	chr17	7119570	7122346	+	11	11	unresolved			1	0	0	1
D0_011045	chr17	7142370	7145531	-	11	10	unresolved			1	1	0	2
D0_011046	chr17	7169030	7170037	+	11	10	other_v49_added_gene		ENSG00000305670	1	0	0	1
D0_011047	chr17	7517112	7518543	-	11	10	unresolved			1	0	0	1
D0_011048	chr17	8163578	8167726	+	11	11	other_v49_added_gene		ENSG00000299959	1	0	0	1
D0_011049	chr17	15435350	15435697	+	11	11	unresolved			1	0	0	1
D0_011050	chr17	18210540	18212331	-	11	11	unresolved			1	0	0	1
D0_011051	chr17	18259359	18259842	-	11	10	unresolved			1	0	0	1
D0_011052	chr17	21588811	21591195	+	11	11	unresolved			1	0	0	1
D0_011053	chr17	30471720	30474770	+	11	9	unresolved			1	0	0	1
D0_011054	chr17	36062721	36062890	+	11	11	unresolved			1	0	0	1
D0_011055	chr17	37993505	37995886	+	11	10	unresolved			1	0	0	1
D0_011056	chr17	38194991	38195386	-	11	10	other_v49_added_gene		ENSG00000291088	1	0	0	1
D0_011057	chr17	38639772	38648240	+	11	11	unresolved			1	0	0	1
D0_011058	chr17	40606181	40606535	-	11	6	unresolved			1	1	0	2
D0_011059	chr17	43307919	43309619	+	11	7	unresolved			1	0	0	1
D0_011060	chr17	43430497	43441522	-	11	10	unresolved			1	0	0	1
D0_011061	chr17	43779020	43779560	+	11	9	unresolved			1	1	0	2
D0_011062	chr17	44791199	44791980	-	11	11	preexisting_v49_gene_span			1	1	0	2
D0_011063	chr17	47115317	47116607	+	11	10	unresolved			1	1	0	2
D0_011064	chr17	47443175	47446113	+	11	11	unresolved			1	1	0	2
D0_011065	chr17	47750317	47750593	+	11	10	unresolved			1	0	0	1
D0_011066	chr17	49693979	49696203	-	11	10	unresolved			1	0	0	1
D0_011067	chr17	49849145	49849580	-	11	11	unresolved			1	0	0	1
D0_011068	chr17	50856903	50857864	+	11	9	unresolved			1	0	0	1
D0_011069	chr17	56923487	56925967	-	11	10	unresolved			1	0	0	1
D0_011070	chr17	58012328	58013422	+	11	11	other_v49_added_gene		ENSG00000302377	1	1	0	2
D0_011071	chr17	59405543	59405876	-	11	11	preexisting_v49_gene_span			1	0	0	1
D0_011072	chr17	61935109	61935891	-	11	9	unresolved			1	0	0	1
D0_011073	chr17	62969618	62971114	+	11	9	preexisting_v49_gene_span			1	1	0	2
D0_011074	chr17	63611624	63612014	+	11	8	unresolved			1	1	0	2
D0_011075	chr17	63615825	63618375	+	11	10	unresolved			1	0	0	1
D0_011076	chr17	67698534	67700022	-	11	10	preexisting_v49_gene_span			1	0	0	1
D0_011077	chr17	67715376	67717513	-	11	10	preexisting_v49_gene_span			1	0	0	1
D0_011078	chr17	74497058	74499043	+	11	11	unresolved			1	0	0	1
D0_011079	chr17	77886210	77888440	-	11	11	preexisting_v49_gene_span			1	1	0	2
D0_011080	chr17	78926430	78927893	+	11	10	unresolved			1	0	0	1
D0_011081	chr17	82044569	82046844	-	11	10	unresolved			1	1	0	2
D0_011082	chr18	7522033	7522766	+	11	11	unresolved			1	0	0	1
D0_011083	chr18	15300928	15301029	+	11	11	unresolved			1	0	0	1
D0_011084	chr18	21637353	21639717	-	11	11	unresolved			1	0	0	1
D0_011085	chr18	23067030	23098318	+	11	11	unresolved			1	0	0	1
D0_011086	chr18	27217221	27217339	+	11	11	unresolved			1	0	0	1
D0_011087	chr18	35981469	35982835	+	11	10	unresolved			1	1	0	2
D0_011088	chr18	42093959	42096812	+	11	9	unresolved			1	0	0	1
D0_011089	chr18	43452184	43452316	+	11	11	unresolved			1	0	0	1
D0_011090	chr18	46287702	46288150	+	11	10	unresolved			1	0	0	1
D0_011091	chr18	54065880	54066355	+	11	11	unresolved			0	0	0	0
D0_011092	chr18	57327637	57327987	-	11	11	other_v49_added_gene		ENSG00000293721	1	0	0	1
D0_011093	chr18	58019151	58022688	+	11	11	other_v49_added_gene		ENSG00000298214	1	1	0	2
D0_011094	chr18	61076932	61297426	+	11	11	unresolved			1	1	0	2
D0_011095	chr18	63321685	63322326	-	11	8	unresolved			1	1	0	2
D0_011096	chr18	68226753	68226905	-	11	11	unresolved			0	0	0	0
D0_011097	chr18	73054974	73140835	-	11	10	other_v49_added_gene		ENSG00000306127,ENSG00000309981	1	1	0	2
D0_011098	chr18	74494682	74495806	-	11	11	unresolved			1	1	0	2
D0_011099	chr18	76339880	76344100	-	11	8	other_v49_added_gene		ENSG00000304765	1	1	0	2
D0_011100	chr19	893658	894585	-	11	11	unresolved			1	0	0	1
D0_011101	chr19	1894664	1896599	-	11	10	unresolved			1	1	0	2
D0_011102	chr19	1896605	1900627	+	11	11	unresolved			1	0	0	1
D0_011103	chr19	2893371	2894794	+	11	11	unresolved			1	0	0	1
D0_011104	chr19	4135811	4136153	-	11	9	unresolved			1	0	0	1
D0_011105	chr19	4672741	4675023	-	11	9	preexisting_v49_gene_span			1	0	0	1
D0_011106	chr19	8489155	8489467	+	11	9	unresolved			1	0	0	1
D0_011107	chr19	10483424	10485683	-	11	9	unresolved			1	1	0	2
D0_011108	chr19	10946167	10948290	+	11	11	unresolved			1	0	0	1
D0_011109	chr19	10949331	10956178	+	11	10	unresolved			1	1	0	2
D0_011110	chr19	11079500	11081961	+	11	10	unresolved			1	1	0	2
D0_011111	chr19	11087773	11089338	-	11	10	other_v49_added_gene		ENSG00000307752	1	1	0	2
D0_011112	chr19	11742549	11744520	+	11	11	unresolved			1	0	0	1
D0_011113	chr19	15208549	15220356	+	11	11	unresolved			1	0	0	1
D0_011114	chr19	18044444	18046889	-	11	9	other_v49_added_gene		ENSG00000302080	1	1	0	2
D0_011115	chr19	18329214	18329988	+	11	10	other_v49_added_gene		ENSG00000295083	1	0	0	1
D0_011116	chr19	18677989	18680148	+	11	6	unresolved			1	0	0	1
D0_011117	chr19	21079363	21081707	+	11	10	preexisting_v49_gene_span			1	0	0	1
D0_011118	chr19	29698561	29698814	+	11	11	unresolved			1	0	0	1
D0_011119	chr19	33298540	33299907	-	11	8	unresolved			1	1	0	2
D0_011120	chr19	34101592	34106614	+	11	11	unresolved			1	0	0	1
D0_011121	chr19	34234580	34235515	-	11	11	unresolved			1	0	0	1
D0_011122	chr19	34237048	34240907	-	11	11	unresolved			1	0	0	1
D0_011123	chr19	34238706	34239386	+	11	11	unresolved			1	0	0	1
D0_011124	chr19	34947839	34948901	+	11	11	unresolved			1	0	0	1
D0_011125	chr19	36681595	36682249	+	11	10	other_v49_added_gene		ENSG00000301128	1	0	0	1
D0_011126	chr19	38208400	38209262	-	11	10	unresolved			1	1	0	2
D0_011127	chr19	38813425	38814516	+	11	11	unresolved			1	0	0	1
